id,Passenger Type,Age,Type of Trip,Ticket Class,Trip Distance,Seat comfort,Departure/Arrival time convenient,Dining Service,Platform Location,Onboard wifi service,Onboard entertainment,Online support,Ease of Online booking,Train Staff Service,Leg room service,Baggage handling,Ticket Verification Service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,nation,Train Model Year,satisfaction
33610,Frequent Traveler,34,Work Commute,First Class,1645,2,2,2,2,2,5,5,5,5,5,5,5,5,3,0,0,Switzerland,1957,satisfied
33611,Frequent Traveler,27,Work Commute,First Class,2342,2,4,4,4,2,2,2,2,1,1,3,,3,2,49,19,Italy,1934,dissatisfied
33612,Frequent Traveler,39,Work Commute,First Class,2016,4,4,3,4,4,5,4,5,5,5,4,4,5,4,0,14,Belgium,1981,satisfied
33613,Frequent Traveler,,Leisure Trip,Standard,2019,2,5,2,1,,2,5,2,4,5,4,4,5,2,,27,Belgium,1972,dissatisfied
33614,Frequent Traveler,50,,First Class,3955,1,1,1,1,4,5,5,2,2,2,2,3,2,3,9,5,Belgium,2008,satisfied
33615,Frequent Traveler,11,Leisure Trip,Standard,1694,,2,2,2,5,4,5,5,4,5,5,5,,5,0,4,Norway,1940,satisfied
33616,Occasional Traveler,50,Work Commute,First Class,1648,2,2,2,1,2,2,2,2,5,2,4,3,5,2,0,5,Belgium,1975,dissatisfied
33617,Frequent Traveler,57,Work Commute,Comfort,1291,4,4,3,3,4,4,4,4,5,3,4,1,4,4,0,13,Germany,1947,satisfied
33618,Occasional Traveler,25,Work Commute,First Class,2238,5,0,5,3,4,5,4,4,4,4,5,5,4,4,7,4,France,1952,satisfied
33619,Frequent Traveler,45,Work Commute,Standard,469,5,3,3,3,2,2,3,5,5,5,5,5,5,4,0,6,Austria,1978,satisfied
33620,Frequent Traveler,25,Work Commute,First Class,1369,2,5,5,5,2,2,2,2,4,5,3,4,3,2,74,87,Italy,1946,dissatisfied
33621,Frequent Traveler,36,Work Commute,Standard,2774,4,2,2,2,4,4,4,4,2,4,3,2,1,4,4,0,Netherlands,1985,satisfied
33622,Frequent Traveler,62,Leisure Trip,Standard,944,2,2,3,2,3,5,5,4,4,4,4,5,4,3,0,0,Belgium,1990,satisfied
33623,Frequent Traveler,44,Work Commute,First Class,2726,2,2,2,2,3,5,5,5,5,5,5,4,5,5,0,0,Spain,1964,satisfied
33624,Frequent Traveler,11,Leisure Trip,Standard,2201,1,1,1,1,3,5,5,2,2,2,2,3,2,5,0,0,Belgium,1999,satisfied
33625,Occasional Traveler,26,Work Commute,First Class,1721,0,0,0,4,3,0,3,3,4,4,4,5,4,3,0,0,Germany,1930,satisfied
33626,Frequent Traveler,58,Work Commute,Standard,122,1,2,2,2,5,4,3,1,1,1,1,1,1,4,0,0,Netherlands,1965,dissatisfied
33627,Frequent Traveler,43,Leisure Trip,Standard,1828,4,4,2,4,5,4,4,5,5,5,5,5,5,5,10,6,Belgium,2000,satisfied
33628,Frequent Traveler,42,Work Commute,First Class,3612,0,0,0,4,1,1,1,4,4,4,4,3,4,2,13,0,Austria,1949,satisfied
33629,Frequent Traveler,28,Work Commute,First Class,3269,1,1,1,1,4,4,4,4,3,3,4,4,4,4,0,0,Switzerland,2018,satisfied
33630,Frequent Traveler,51,Leisure Trip,Standard,355,1,1,1,1,3,4,5,4,4,4,4,3,4,5,0,0,Austria,1952,satisfied
33631,Frequent Traveler,41,Work Commute,First Class,1436,4,4,4,4,4,2,3,4,4,4,4,4,4,1,4,0,Switzerland,2013,satisfied
33632,Frequent Traveler,9,Leisure Trip,Standard,1620,4,4,4,3,4,4,4,4,4,3,3,3,3,4,0,0,Germany,1980,dissatisfied
33633,Occasional Traveler,25,Work Commute,Standard,1794,3,4,4,3,4,4,4,4,3,3,4,4,3,4,0,0,Spain,1993,dissatisfied
33634,Frequent Traveler,45,Work Commute,First Class,1783,2,5,4,5,1,3,4,2,2,2,2,2,2,2,0,0,France,1980,dissatisfied
33635,Occasional Traveler,,Work Commute,Standard,1754,4,5,5,3,1,5,1,1,4,3,3,1,2,1,0,0,Belgium,1971,dissatisfied
33636,Frequent Traveler,12,Leisure Trip,Standard,2196,3,5,4,1,3,4,3,3,4,2,5,3,5,3,0,0,Italy,1985,dissatisfied
33637,Frequent Traveler,21,Leisure Trip,Standard,1391,3,4,2,2,3,2,3,3,5,3,4,5,4,3,0,0,Germany,1943,dissatisfied
33638,Frequent Traveler,48,Work Commute,First Class,3263,5,5,5,5,2,1,3,2,2,2,2,5,2,3,0,0,Spain,1957,satisfied
33639,Frequent Traveler,39,Work Commute,Comfort,1674,3,1,1,1,3,3,3,3,4,1,3,1,3,3,0,0,Germany,1998,dissatisfied
33640,Frequent Traveler,60,Work Commute,Standard,277,4,,2,2,5,3,5,4,4,4,4,1,4,1,16,0,Italy,1991,satisfied
33641,Occasional Traveler,24,Work Commute,Standard,1516,4,4,4,3,4,4,4,4,5,2,4,3,4,4,0,0,Norway,1984,dissatisfied
33642,Frequent Traveler,80,Work Commute,Standard,1501,3,5,5,5,3,3,3,3,4,1,4,2,3,3,12,30,Switzerland,1989,dissatisfied
33643,Frequent Traveler,29,Work Commute,First Class,4609,5,5,5,5,3,3,3,3,5,5,5,3,5,3,0,0,Austria,1962,satisfied
33644,Frequent Traveler,26,Work Commute,First Class,2307,4,3,4,4,4,4,4,4,5,3,5,4,5,4,0,0,Austria,1933,satisfied
33645,Frequent Traveler,39,Work Commute,First Class,1653,4,4,1,4,4,4,5,5,5,5,5,4,5,4,0,4,Sweden,1956,satisfied
33646,Frequent Traveler,55,Work Commute,First Class,1883,3,3,3,3,2,4,4,4,,4,4,2,4,5,0,0,Norway,1977,satisfied
33647,Frequent Traveler,69,Leisure Trip,Standard,1079,4,4,4,4,4,5,4,4,4,4,4,3,4,3,0,0,Belgium,1993,satisfied
33648,Frequent Traveler,45,Work Commute,First Class,735,2,2,2,2,5,5,5,4,4,4,4,5,4,3,0,0,France,1937,satisfied
33649,Frequent Traveler,25,Work Commute,First Class,2408,4,4,4,4,5,5,5,5,4,5,5,4,5,5,0,0,Italy,1964,satisfied
33650,Frequent Traveler,50,Work Commute,First Class,2166,1,4,4,4,1,3,4,1,,2,1,1,1,2,2,18,Spain,1979,dissatisfied
33651,Frequent Traveler,33,Work Commute,First Class,2339,1,1,1,1,2,2,2,5,4,4,5,2,4,2,10,68,Switzerland,2018,satisfied
33652,Frequent Traveler,51,Work Commute,Comfort,1941,2,3,3,3,2,1,1,3,5,2,3,1,2,1,159,150,Spain,1956,dissatisfied
33653,Frequent Traveler,45,Work Commute,Standard,650,2,3,3,3,1,3,3,2,2,2,2,,2,4,0,0,Switzerland,2001,dissatisfied
33654,Frequent Traveler,13,Leisure Trip,Standard,2082,3,4,3,2,5,3,5,5,4,2,5,5,5,5,0,0,Germany,2014,dissatisfied
33655,Frequent Traveler,63,Leisure Trip,Standard,3309,2,3,2,3,3,2,3,3,2,2,2,2,4,3,0,7,Netherlands,1960,dissatisfied
33656,Frequent Traveler,46,Work Commute,First Class,3755,2,2,2,2,4,4,3,4,4,4,5,2,4,1,22,24,Belgium,2003,satisfied
33657,Frequent Traveler,60,Work Commute,First Class,3109,5,3,5,5,3,4,5,4,4,4,4,5,4,4,8,0,Italy,1973,satisfied
33658,Occasional Traveler,35,Work Commute,First Class,2722,3,3,3,3,3,3,3,3,3,5,4,5,4,3,0,0,Italy,1955,dissatisfied
33659,Frequent Traveler,47,Leisure Trip,Standard,1399,3,3,3,2,4,3,4,4,3,5,2,3,2,4,0,0,Italy,1968,dissatisfied
33660,Occasional Traveler,15,Work Commute,Standard,2610,5,5,5,3,4,5,4,4,5,5,5,3,5,4,0,0,Austria,1970,satisfied
33661,Frequent Traveler,27,Leisure Trip,Standard,2114,3,4,3,2,2,3,2,2,3,3,5,5,5,2,85,76,France,2011,dissatisfied
33662,Occasional Traveler,24,Work Commute,Standard,1347,1,1,1,5,2,1,5,2,4,5,5,3,4,2,56,47,Norway,1996,dissatisfied
33663,Frequent Traveler,21,Leisure Trip,Standard,2687,3,2,3,4,3,3,1,3,4,3,4,4,3,3,3,0,Austria,1971,dissatisfied
33664,Frequent Traveler,29,Work Commute,First Class,2605,3,3,3,3,3,3,3,3,4,4,3,4,3,3,0,0,Netherlands,1930,dissatisfied
33665,Frequent Traveler,17,Leisure Trip,Standard,3295,4,5,4,4,2,4,3,2,3,3,5,3,4,2,3,0,Netherlands,1944,dissatisfied
33666,Occasional Traveler,27,Work Commute,Standard,1296,5,0,5,3,5,5,5,5,2,4,4,1,2,5,0,11,Germany,1957,satisfied
33667,Frequent Traveler,56,Leisure Trip,Standard,512,4,5,4,5,2,4,5,4,4,4,4,5,4,5,2,1,Switzerland,1932,satisfied
33668,Frequent Traveler,56,Work Commute,First Class,4783,2,2,2,2,2,2,2,1,5,2,2,2,3,2,144,187,Switzerland,1974,dissatisfied
33669,Occasional Traveler,23,Work Commute,Standard,1078,1,0,1,2,4,1,4,4,4,4,5,3,4,4,0,0,Germany,1978,dissatisfied
33670,Frequent Traveler,52,Leisure Trip,Standard,1586,2,4,0,2,4,0,4,4,3,3,4,4,4,4,4,11,Sweden,2004,dissatisfied
33671,Occasional Traveler,37,Work Commute,Standard,2140,1,1,1,2,1,1,1,1,3,5,4,5,4,1,0,4,Netherlands,2005,dissatisfied
33672,Frequent Traveler,33,Work Commute,First Class,1615,4,4,4,4,4,4,4,4,5,4,4,5,4,4,0,0,Norway,1981,satisfied
33673,Frequent Traveler,59,Leisure Trip,Standard,2054,3,2,3,3,3,3,3,3,3,5,3,3,4,3,0,1,Spain,1961,dissatisfied
33674,Frequent Traveler,50,Work Commute,First Class,288,2,2,2,2,3,5,4,4,4,4,4,4,4,3,21,,France,1948,satisfied
33675,Occasional Traveler,33,Work Commute,Standard,1634,2,1,2,1,3,2,3,3,2,1,1,4,2,3,14,0,Austria,1929,dissatisfied
33676,Frequent Traveler,39,Work Commute,First Class,2575,3,4,4,4,3,3,3,3,5,4,3,3,3,3,14,50,Italy,1962,dissatisfied
33677,Frequent Traveler,58,Work Commute,First Class,292,4,4,4,4,3,2,3,4,4,4,4,1,4,2,0,0,Switzerland,2011,satisfied
33678,,26,Work Commute,First Class,2895,0,0,0,2,4,0,4,4,3,5,4,3,4,4,0,0,Switzerland,2008,satisfied
33679,Frequent Traveler,66,Leisure Trip,Standard,2756,3,3,3,3,5,3,5,5,3,3,3,2,4,5,0,0,Belgium,1993,dissatisfied
33680,Frequent Traveler,62,Leisure Trip,Standard,852,5,1,5,4,1,3,4,4,4,5,2,4,4,3,,0,Italy,1985,satisfied
33681,Occasional Traveler,80,Work Commute,Standard,1712,3,4,3,3,1,3,1,1,1,5,3,4,3,1,0,0,Belgium,1987,dissatisfied
33682,Frequent Traveler,39,Work Commute,First Class,1761,2,2,2,2,5,4,5,4,4,4,4,4,4,5,7,0,Germany,2020,satisfied
33683,Frequent Traveler,64,Work Commute,First Class,3666,4,4,4,4,5,5,4,4,4,5,4,5,4,4,20,4,Netherlands,1959,satisfied
33684,Frequent Traveler,35,Work Commute,First Class,1434,4,1,1,1,2,2,3,4,4,4,4,4,4,2,0,10,Austria,1991,dissatisfied
33685,Frequent Traveler,39,Work Commute,First Class,2179,2,2,2,2,3,4,5,4,4,4,4,3,4,3,0,0,Belgium,1983,satisfied
33686,Frequent Traveler,32,Leisure Trip,Standard,2078,5,4,5,3,3,5,3,3,4,4,4,5,4,3,17,7,Switzerland,1932,satisfied
33687,Frequent Traveler,54,Work Commute,First Class,1797,3,5,5,5,2,4,3,3,3,3,3,1,3,1,0,0,Belgium,1995,dissatisfied
33688,Occasional Traveler,29,Work Commute,Standard,2205,1,1,1,4,3,1,3,3,2,1,2,1,4,3,39,24,Spain,1990,dissatisfied
33689,Frequent Traveler,43,Work Commute,First Class,1899,3,3,3,3,2,5,4,4,4,4,4,5,4,5,0,0,,2004,satisfied
33690,Frequent Traveler,50,Work Commute,First Class,575,3,3,3,3,3,5,4,5,5,5,5,4,5,5,0,0,Switzerland,1994,satisfied
33691,Occasional Traveler,44,Work Commute,Standard,1139,2,3,2,4,3,2,3,3,2,1,1,5,3,3,0,0,France,1949,dissatisfied
33692,Frequent Traveler,57,Work Commute,First Class,1413,3,3,3,3,4,4,5,4,4,4,4,5,4,3,31,0,Sweden,1936,satisfied
33693,Frequent Traveler,44,Leisure Trip,Standard,1675,4,5,4,3,2,4,2,2,4,5,5,3,3,2,0,0,Sweden,1951,satisfied
33694,Frequent Traveler,30,Work Commute,First Class,1825,4,4,3,4,4,4,4,4,3,4,5,4,5,4,20,17,Netherlands,1972,satisfied
33695,Frequent Traveler,48,Work Commute,Standard,667,2,,5,5,2,2,2,2,2,2,2,4,2,2,6,0,France,1938,dissatisfied
33696,Frequent Traveler,43,Work Commute,First Class,3912,2,1,1,1,1,2,3,2,2,1,2,4,2,4,70,66,Belgium,1993,dissatisfied
33697,Frequent Traveler,20,Work Commute,First Class,3152,2,2,2,2,5,5,5,5,4,5,5,5,4,5,6,4,Switzerland,1968,satisfied
33698,Frequent Traveler,33,Leisure Trip,Comfort,3251,5,4,5,2,2,5,2,2,3,2,4,3,4,2,18,26,Switzerland,1964,satisfied
33699,Frequent Traveler,41,Work Commute,First Class,497,2,4,4,4,4,4,3,2,,3,2,1,2,2,0,0,Italy,1989,dissatisfied
33700,Frequent Traveler,21,Leisure Trip,Standard,2201,4,4,4,4,3,5,4,4,4,5,4,5,4,4,0,0,,2016,satisfied
33701,Frequent Traveler,30,Leisure Trip,Comfort,1797,5,3,3,3,1,2,5,5,5,5,5,3,5,5,0,0,Austria,1952,satisfied
33702,Frequent Traveler,57,,First Class,250,0,0,0,3,5,5,5,4,4,5,5,3,,4,0,0,Germany,1995,satisfied
33703,Frequent Traveler,15,Leisure Trip,Standard,3578,4,4,4,4,3,5,5,4,4,4,4,5,4,4,10,0,Italy,1996,satisfied
33704,Frequent Traveler,53,Work Commute,First Class,3393,3,4,3,3,2,4,4,4,4,4,4,3,4,3,7,8,France,1953,satisfied
33705,Frequent Traveler,22,Leisure Trip,Standard,1721,3,1,4,3,4,4,3,4,3,4,3,3,3,4,1,23,Germany,1949,dissatisfied
33706,Frequent Traveler,58,Leisure Trip,Standard,2403,4,4,5,4,3,5,3,3,5,4,3,3,4,3,1,6,Austria,1969,dissatisfied
33707,Frequent Traveler,39,Work Commute,First Class,2503,5,5,5,5,5,5,4,5,5,5,5,5,5,3,0,0,Italy,1960,satisfied
33708,Frequent Traveler,31,Work Commute,First Class,3323,4,4,4,4,4,4,4,4,5,5,4,5,4,4,0,0,Belgium,1950,satisfied
33709,Frequent Traveler,63,Work Commute,First Class,1691,3,2,3,2,1,4,3,3,3,3,3,3,3,3,0,0,Belgium,1961,
33710,Frequent Traveler,48,Work Commute,First Class,2188,4,4,4,4,3,2,4,5,5,5,4,5,5,2,35,,Netherlands,1966,satisfied
33711,,35,Leisure Trip,Standard,2111,3,4,3,1,2,,2,2,4,5,4,5,5,2,1,0,Switzerland,1941,dissatisfied
33712,Occasional Traveler,34,Work Commute,First Class,2047,3,3,3,1,1,3,1,1,5,5,5,3,4,1,0,16,Austria,1944,dissatisfied
33713,Frequent Traveler,46,Leisure Trip,Comfort,1991,4,5,3,4,5,3,5,5,2,3,5,4,4,5,0,0,Austria,2002,dissatisfied
33714,Frequent Traveler,46,Work Commute,Standard,829,4,4,4,4,1,4,1,4,4,4,4,5,4,3,0,0,Norway,1971,satisfied
33715,Frequent Traveler,52,Work Commute,First Class,3268,3,,5,5,4,3,4,3,3,3,3,2,3,2,0,0,Austria,1962,dissatisfied
33716,Frequent Traveler,54,Work Commute,First Class,1652,1,1,1,1,5,3,2,4,4,4,3,5,4,5,0,0,Belgium,1969,satisfied
33717,Frequent Traveler,59,Leisure Trip,Standard,1644,3,1,3,2,1,3,1,1,2,2,1,,3,1,0,0,Belgium,2006,dissatisfied
33718,Frequent Traveler,35,Work Commute,First Class,2039,2,2,2,2,5,3,3,2,2,2,2,4,2,3,0,0,Italy,1929,dissatisfied
33719,Frequent Traveler,55,Work Commute,First Class,2490,3,3,3,3,2,5,5,4,4,4,4,5,4,1,0,0,Spain,1946,satisfied
33720,Frequent Traveler,57,Work Commute,First Class,2628,1,1,1,1,4,5,3,5,5,5,5,5,5,1,0,0,Spain,1939,satisfied
33721,Frequent Traveler,26,Work Commute,Standard,2218,2,4,4,4,2,3,1,2,2,2,2,2,3,2,3,0,Italy,1975,dissatisfied
33722,Frequent Traveler,39,Work Commute,First Class,1761,4,4,4,4,4,5,5,5,5,5,5,3,5,3,0,0,Belgium,1934,satisfied
33723,Frequent Traveler,46,Work Commute,First Class,956,3,3,2,3,4,5,4,4,4,4,4,4,4,3,21,5,Norway,1992,satisfied
33724,Frequent Traveler,52,Work Commute,Standard,1690,3,3,5,3,3,3,3,3,4,4,3,3,4,3,5,4,Austria,2010,dissatisfied
33725,Frequent Traveler,70,Leisure Trip,Comfort,771,5,4,5,5,5,4,5,1,1,5,1,5,1,5,0,,Italy,1937,satisfied
33726,Occasional Traveler,7,Work Commute,Standard,2837,3,2,2,1,3,3,3,3,4,5,4,4,4,3,0,0,Netherlands,1957,dissatisfied
33727,Frequent Traveler,35,Leisure Trip,Standard,3996,5,5,5,5,2,4,5,5,5,5,5,4,5,3,27,13,France,1976,satisfied
33728,Frequent Traveler,38,Work Commute,First Class,1094,3,2,2,2,5,2,1,3,3,3,3,3,3,1,8,11,Belgium,1948,dissatisfied
33729,Frequent Traveler,52,Work Commute,First Class,2446,4,4,4,4,5,5,4,2,2,2,2,3,2,4,13,15,France,1982,satisfied
33730,Frequent Traveler,56,Work Commute,First Class,2927,2,2,2,2,5,4,4,2,2,2,2,4,2,3,34,24,Austria,1957,satisfied
33731,Occasional Traveler,39,Work Commute,First Class,1096,2,3,3,1,3,3,3,3,2,2,2,5,4,3,0,0,Sweden,1972,dissatisfied
33732,Frequent Traveler,59,Work Commute,First Class,2797,5,5,5,5,5,5,4,5,5,5,5,4,5,5,0,8,Belgium,1955,satisfied
33733,Occasional Traveler,40,Work Commute,First Class,1331,1,1,1,5,4,1,2,4,2,4,5,5,2,4,0,0,Spain,1978,dissatisfied
33734,Frequent Traveler,40,Work Commute,First Class,963,1,1,1,1,4,4,5,5,5,5,5,3,5,5,0,0,Netherlands,2005,satisfied
33735,Occasional Traveler,25,Work Commute,Comfort,1656,4,1,4,4,3,4,3,3,2,4,,3,3,3,0,0,Netherlands,1938,dissatisfied
33736,Frequent Traveler,53,Leisure Trip,Standard,2581,3,3,3,4,5,3,5,5,5,1,5,2,4,5,0,0,Netherlands,1940,dissatisfied
33737,Frequent Traveler,33,Work Commute,First Class,3635,2,3,3,3,4,4,3,2,2,2,2,4,2,2,0,1,Switzerland,1983,dissatisfied
33738,Frequent Traveler,39,Work Commute,First Class,1637,2,2,2,2,3,5,5,5,5,5,5,4,5,3,74,53,Norway,1951,satisfied
33739,Frequent Traveler,28,Leisure Trip,Standard,1975,3,4,3,3,2,3,3,2,3,2,1,2,1,2,0,0,Belgium,1971,dissatisfied
33740,Frequent Traveler,7,Leisure Trip,Standard,2187,2,4,2,2,5,2,5,5,5,2,5,5,5,5,0,0,Belgium,1942,dissatisfied
33741,Frequent Traveler,60,Work Commute,Standard,1754,4,5,5,5,4,4,4,4,1,5,1,3,3,4,5,14,Norway,1981,satisfied
33742,Frequent Traveler,10,Leisure Trip,Standard,2671,2,1,2,3,2,2,4,2,1,3,4,1,3,2,0,0,Belgium,1984,dissatisfied
33743,Frequent Traveler,28,Leisure Trip,Standard,3639,4,4,4,4,3,4,5,2,2,2,2,5,2,4,4,0,Sweden,2018,satisfied
33744,Frequent Traveler,49,Leisure Trip,Standard,1908,4,3,4,3,3,4,3,3,2,1,4,2,1,3,1,0,Germany,1986,satisfied
33745,Frequent Traveler,61,Leisure Trip,Standard,1117,4,3,4,3,1,3,3,1,1,4,1,5,1,1,5,0,Switzerland,2002,dissatisfied
33746,Frequent Traveler,50,Work Commute,First Class,1929,2,5,5,5,4,2,3,2,2,2,2,3,2,3,0,0,Netherlands,2018,dissatisfied
33747,Frequent Traveler,47,Work Commute,First Class,1684,5,5,5,5,5,5,5,5,5,5,5,4,5,3,0,0,Switzerland,1936,satisfied
33748,Occasional Traveler,40,Work Commute,First Class,1774,3,2,2,2,3,2,5,3,5,2,4,4,4,3,0,0,Germany,1981,dissatisfied
33749,Frequent Traveler,39,Work Commute,First Class,623,2,2,2,2,5,5,5,2,2,3,2,3,2,5,3,1,Spain,1998,satisfied
33750,Frequent Traveler,51,Leisure Trip,First Class,441,3,3,3,3,1,1,2,5,5,5,5,1,5,5,21,14,Italy,1959,satisfied
33751,Frequent Traveler,28,Work Commute,First Class,3583,1,1,1,1,4,4,4,4,5,2,4,5,5,4,0,0,Belgium,2012,satisfied
33752,Frequent Traveler,26,Leisure Trip,Standard,3153,1,4,1,1,1,1,5,5,5,3,5,5,3,5,238,255,Belgium,1997,dissatisfied
33753,Frequent Traveler,48,Work Commute,First Class,2179,2,4,2,2,2,4,4,5,5,5,5,4,5,4,65,54,Spain,1982,satisfied
33754,Occasional Traveler,25,Work Commute,First Class,2382,2,5,2,3,3,2,5,3,4,2,4,3,5,3,2,0,Norway,,dissatisfied
33755,Frequent Traveler,60,Work Commute,First Class,1007,4,4,5,4,5,5,5,4,4,4,4,5,4,5,31,21,Spain,1945,satisfied
33756,Frequent Traveler,57,Work Commute,First Class,660,1,4,5,4,4,1,2,1,1,1,1,3,1,2,0,0,Netherlands,2007,dissatisfied
33757,Occasional Traveler,38,Work Commute,First Class,1153,3,3,3,5,3,3,2,3,4,4,5,4,5,3,0,0,Switzerland,1948,dissatisfied
33758,Frequent Traveler,53,Work Commute,First Class,412,2,4,4,4,2,3,3,2,2,2,2,1,2,3,0,0,France,1947,dissatisfied
33759,Frequent Traveler,51,Leisure Trip,Standard,1092,4,4,4,3,,4,3,2,2,4,2,2,2,4,0,0,France,1983,satisfied
33760,Frequent Traveler,55,Work Commute,Standard,1631,2,1,1,1,2,2,2,2,3,5,3,1,1,2,12,2,Germany,1995,satisfied
33761,Frequent Traveler,43,Work Commute,First Class,1503,2,,2,2,3,4,5,4,4,4,4,5,4,3,20,0,Netherlands,1944,satisfied
33762,Frequent Traveler,47,Leisure Trip,Standard,3678,1,3,1,4,2,1,2,2,2,1,4,2,4,2,0,0,France,1965,dissatisfied
33763,Frequent Traveler,52,Leisure Trip,Standard,2031,3,5,3,2,2,3,2,2,5,3,5,3,4,2,0,0,Belgium,2011,dissatisfied
33764,Frequent Traveler,57,Work Commute,First Class,3615,2,2,2,2,5,5,4,5,5,5,5,5,5,3,0,0,France,1947,satisfied
33765,Occasional Traveler,17,Work Commute,Standard,3235,3,3,3,4,4,3,5,4,2,3,3,1,3,4,0,4,Italy,1980,dissatisfied
33766,Frequent Traveler,28,Leisure Trip,Standard,2999,5,3,5,3,4,5,4,4,1,4,3,2,4,4,0,8,Switzerland,1980,satisfied
33767,Frequent Traveler,47,Leisure Trip,Standard,3448,3,1,2,4,2,2,2,2,3,3,4,1,4,2,10,54,Norway,1992,dissatisfied
33768,Frequent Traveler,53,Work Commute,First Class,3467,4,4,4,4,5,1,5,5,5,5,5,1,5,4,1,2,Sweden,1931,satisfied
33769,Frequent Traveler,54,Work Commute,First Class,458,2,2,2,2,2,5,4,4,4,4,4,3,4,5,0,0,Belgium,2005,satisfied
33770,Frequent Traveler,47,Work Commute,First Class,65,3,3,3,3,4,4,5,5,5,5,5,3,5,4,0,0,Austria,1985,satisfied
33771,Frequent Traveler,20,Work Commute,First Class,4267,2,2,2,2,5,5,5,5,2,4,5,,2,5,0,0,Germany,2015,satisfied
33772,Frequent Traveler,38,Leisure Trip,First Class,845,3,3,3,3,3,5,4,4,4,4,4,5,4,3,18,23,Spain,2009,satisfied
33773,Occasional Traveler,18,Work Commute,Standard,2129,2,3,2,4,2,2,2,2,5,4,3,2,1,2,142,137,Belgium,1967,dissatisfied
33774,Frequent Traveler,59,Work Commute,First Class,311,3,3,2,3,4,4,5,5,5,5,5,3,5,3,17,47,Germany,1930,satisfied
33775,Frequent Traveler,59,Work Commute,First Class,1658,4,4,4,4,,5,5,5,5,4,5,3,5,3,95,122,Austria,1932,satisfied
33776,Frequent Traveler,22,Leisure Trip,Standard,1502,2,5,0,1,4,0,4,4,3,4,5,3,5,4,0,0,Germany,1998,dissatisfied
33777,Frequent Traveler,43,Work Commute,First Class,1544,2,2,4,2,3,4,5,5,5,5,5,3,5,5,25,23,Germany,1937,satisfied
33778,Frequent Traveler,26,Leisure Trip,Standard,1501,4,4,4,2,3,4,3,3,5,5,2,5,4,3,0,0,Spain,1930,dissatisfied
33779,Frequent Traveler,41,Work Commute,Standard,2020,2,2,2,2,2,2,2,2,4,5,2,4,2,2,0,0,Belgium,1946,dissatisfied
33780,Occasional Traveler,26,Work Commute,Standard,1433,2,2,2,4,4,2,4,4,4,4,3,1,3,4,16,7,Italy,2016,dissatisfied
33781,Frequent Traveler,51,Work Commute,First Class,2410,2,3,3,3,5,4,3,2,2,2,2,4,2,3,0,0,Belgium,1956,dissatisfied
33782,Frequent Traveler,10,Work Commute,Comfort,1918,2,4,4,4,2,2,2,2,3,4,3,1,4,2,0,0,Germany,1979,dissatisfied
33783,Frequent Traveler,37,Leisure Trip,Standard,999,2,5,2,3,2,2,2,2,5,3,5,2,2,2,36,29,Sweden,2002,dissatisfied
33784,Frequent Traveler,49,Work Commute,First Class,2568,3,3,3,3,2,5,5,4,4,4,4,3,4,3,0,0,Austria,1984,satisfied
33785,Frequent Traveler,15,Leisure Trip,Comfort,2270,4,2,4,3,1,4,1,1,1,5,3,2,4,1,11,4,Italy,1936,satisfied
33786,Frequent Traveler,27,Work Commute,First Class,4370,2,4,4,4,2,2,2,2,4,4,4,4,4,2,0,0,Belgium,1969,dissatisfied
33787,Frequent Traveler,23,Work Commute,First Class,4074,5,5,5,5,4,5,4,4,3,3,4,4,5,4,17,34,Switzerland,1957,satisfied
33788,Occasional Traveler,33,Work Commute,Standard,1432,3,2,3,3,3,3,1,3,1,1,3,3,3,3,0,0,Netherlands,1941,dissatisfied
33789,Occasional Traveler,22,Work Commute,Standard,1784,0,0,0,1,1,0,1,1,4,4,1,4,2,1,0,0,Austria,1955,satisfied
33790,Frequent Traveler,23,Leisure Trip,Standard,1618,1,2,1,4,2,1,2,2,3,4,4,2,4,2,45,43,Belgium,1956,dissatisfied
33791,Frequent Traveler,51,Work Commute,First Class,2337,3,3,3,3,5,5,4,5,5,5,5,3,5,3,2,0,Spain,1971,satisfied
33792,Frequent Traveler,33,Work Commute,First Class,2971,4,1,4,1,4,4,4,4,2,5,4,4,4,4,0,0,Netherlands,1980,dissatisfied
33793,Frequent Traveler,48,Work Commute,First Class,2669,5,2,5,5,1,1,2,4,4,4,4,5,4,3,17,0,Germany,1960,satisfied
33794,Frequent Traveler,50,Work Commute,First Class,283,2,2,2,2,2,4,4,4,4,4,4,4,4,3,9,21,Germany,1987,satisfied
33795,Frequent Traveler,60,Work Commute,First Class,342,2,2,2,2,4,4,5,5,5,5,5,5,5,4,35,28,Germany,1939,satisfied
33796,Frequent Traveler,64,Leisure Trip,Comfort,1012,4,1,1,1,4,3,5,4,4,4,4,4,4,5,4,0,Germany,1961,satisfied
33797,Frequent Traveler,40,Leisure Trip,Comfort,2509,4,4,4,3,1,4,1,1,2,3,4,2,3,1,0,0,Spain,1987,dissatisfied
33798,Frequent Traveler,49,Work Commute,First Class,2232,4,4,4,4,5,5,4,2,2,2,2,5,2,3,23,26,Norway,2016,satisfied
33799,Frequent Traveler,40,Leisure Trip,Standard,2013,4,1,2,1,4,1,1,4,4,4,4,2,4,4,0,0,Italy,1948,satisfied
