Passenger Type,Age,Type of Trip,Ticket Class,Trip Distance,Seat comfort,Departure/Arrival time convenient,Dining Service,Platform Location,Onboard wifi service,Onboard entertainment,Online support,Ease of Online booking,Train Staff Service,Leg room service,Baggage handling,Ticket Verification Service,Cleanliness,Online boarding,Departure Delay in Minutes,Arrival Delay in Minutes,nation,Train Model Year,satisfaction
Frequent Traveler,31.0,Leisure Trip,First Class,3300.0,1.0,1.0,4.0,1.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,3.0,0.0,Belgium,2020.0,satisfied
Occasional Traveler,27.0,Work Commute,First Class,1988.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,4.0,3.0,5.0,4.0,4.0,2.0,0.0,0.0,Belgium,1999.0,dissatisfied
Frequent Traveler,41.0,Work Commute,First Class,2771.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,0.0,0.0,Belgium,2008.0,satisfied
Frequent Traveler,53.0,Work Commute,First Class,1454.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,40.0,33.0,Belgium,1988.0,satisfied
Frequent Traveler,39.0,Work Commute,First Class,384.0,1.0,1.0,1.0,1.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,4.0,0.0,Netherlands,1991.0,satisfied
Frequent Traveler,52.0,Work Commute,Comfort,269.0,5.0,2.0,5.0,2.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,2.0,0.0,0.0,France,1936.0,satisfied
Frequent Traveler,25.0,Leisure Trip,Standard,3735.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,2.0,4.0,1.0,0.0,0.0,Italy,2011.0,satisfied
Frequent Traveler,40.0,Work Commute,First Class,3872.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,17.0,15.0,Netherlands,1979.0,satisfied
Frequent Traveler,54.0,Work Commute,First Class,2537.0,4.0,4.0,4.0,4.0,3.0,5.0,4.0,3.0,3.0,4.0,3.0,3.0,3.0,3.0,6.0,0.0,Switzerland,1979.0,satisfied
Frequent Traveler,58.0,Work Commute,First Class,223.0,4.0,4.0,4.0,4.0,2.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,5.0,3.0,0.0,0.0,Switzerland,1980.0,satisfied
Frequent Traveler,25.0,Leisure Trip,Standard,1363.0,5.0,2.0,5.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,2.0,2.0,2.0,4.0,0.0,0.0,Austria,1936.0,satisfied
Frequent Traveler,38.0,Work Commute,First Class,2419.0,3.0,3.0,3.0,3.0,4.0,5.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,0.0,Norway,1951.0,satisfied
Frequent Traveler,39.0,Work Commute,Standard,2230.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,2.0,2.0,4.0,2.0,3.0,0.0,0.0,Netherlands,1989.0,dissatisfied
Frequent Traveler,15.0,Leisure Trip,Standard,1850.0,3.0,4.0,3.0,1.0,4.0,3.0,4.0,4.0,4.0,3.0,5.0,5.0,4.0,4.0,49.0,36.0,Sweden,1977.0,dissatisfied
Frequent Traveler,15.0,Leisure Trip,Standard,2041.0,2.0,3.0,2.0,3.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,1.0,4.0,2.0,59.0,64.0,Belgium,2007.0,dissatisfied
Frequent Traveler,43.0,Work Commute,Standard,1039.0,4.0,3.0,3.0,3.0,5.0,3.0,3.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0.0,0.0,Switzerland,1935.0,satisfied
Frequent Traveler,54.0,Work Commute,First Class,327.0,0.0,0.0,0.0,4.0,4.0,5.0,4.0,2.0,2.0,1.0,1.0,4.0,2.0,5.0,0.0,0.0,Belgium,1984.0,satisfied
Frequent Traveler,39.0,Leisure Trip,Standard,1958.0,5.0,5.0,3.0,5.0,2.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,7.0,0.0,Spain,2020.0,satisfied
Frequent Traveler,18.0,Leisure Trip,Standard,1578.0,3.0,2.0,3.0,2.0,5.0,3.0,5.0,5.0,3.0,1.0,2.0,4.0,3.0,5.0,86.0,60.0,Switzerland,2005.0,dissatisfied
Frequent Traveler,29.0,Leisure Trip,Standard,1797.0,3.0,5.0,0.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,4.0,4.0,5.0,1.0,0.0,0.0,Germany,1958.0,dissatisfied
Frequent Traveler,57.0,Leisure Trip,Standard,755.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,0.0,7.0,Germany,1969.0,satisfied
Occasional Traveler,46.0,Work Commute,First Class,2674.0,3.0,3.0,3.0,3.0,5.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,24.0,17.0,Italy,2001.0,dissatisfied
Frequent Traveler,65.0,Leisure Trip,Comfort,511.0,2.0,2.0,3.0,2.0,4.0,2.0,1.0,4.0,4.0,4.0,4.0,3.0,4.0,1.0,0.0,0.0,Switzerland,1973.0,satisfied
Frequent Traveler,40.0,Work Commute,First Class,3823.0,2.0,2.0,2.0,2.0,3.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,0.0,3.0,Sweden,1929.0,satisfied
Frequent Traveler,34.0,Work Commute,First Class,609.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,2.0,0.0,Germany,2009.0,satisfied
Frequent Traveler,57.0,Work Commute,First Class,50.0,2.0,2.0,2.0,2.0,4.0,1.0,5.0,4.0,4.0,4.0,3.0,3.0,4.0,2.0,0.0,0.0,Norway,1938.0,satisfied
Frequent Traveler,40.0,Work Commute,First Class,3196.0,2.0,5.0,5.0,5.0,1.0,4.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,4.0,3.0,0.0,France,1961.0,dissatisfied
Frequent Traveler,31.0,Leisure Trip,Standard,1824.0,3.0,4.0,3.0,2.0,2.0,3.0,2.0,2.0,4.0,3.0,4.0,5.0,5.0,2.0,0.0,0.0,Belgium,1976.0,dissatisfied
Frequent Traveler,23.0,Work Commute,First Class,1894.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,65.0,60.0,Spain,1961.0,satisfied
Frequent Traveler,22.0,Leisure Trip,Comfort,3210.0,4.0,5.0,4.0,3.0,5.0,4.0,5.0,5.0,3.0,5.0,4.0,4.0,4.0,5.0,0.0,12.0,Sweden,1942.0,dissatisfied
Occasional Traveler,34.0,Work Commute,First Class,2243.0,3.0,3.0,3.0,2.0,5.0,3.0,5.0,5.0,4.0,4.0,5.0,5.0,4.0,5.0,0.0,0.0,France,1998.0,dissatisfied
Frequent Traveler,64.0,Work Commute,First Class,1805.0,2.0,4.0,3.0,4.0,5.0,3.0,3.0,2.0,2.0,3.0,2.0,4.0,2.0,4.0,0.0,0.0,Switzerland,1933.0,dissatisfied
Occasional Traveler,12.0,Work Commute,Standard,2589.0,3.0,3.0,3.0,3.0,4.0,3.0,4.0,4.0,1.0,1.0,3.0,1.0,3.0,4.0,0.0,0.0,Austria,1969.0,dissatisfied
Frequent Traveler,55.0,Work Commute,First Class,1780.0,2.0,4.0,4.0,4.0,4.0,3.0,3.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,13.0,12.0,Switzerland,1940.0,dissatisfied
Frequent Traveler,40.0,Work Commute,First Class,362.0,0.0,0.0,0.0,1.0,4.0,4.0,5.0,1.0,1.0,1.0,1.0,4.0,1.0,5.0,0.0,0.0,Sweden,1967.0,satisfied
Frequent Traveler,38.0,Leisure Trip,Standard,3215.0,3.0,4.0,3.0,2.0,1.0,3.0,1.0,1.0,5.0,4.0,5.0,3.0,4.0,1.0,0.0,6.0,Netherlands,1954.0,dissatisfied
Frequent Traveler,63.0,Work Commute,First Class,2931.0,0.0,5.0,0.0,4.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,3.0,0.0,0.0,Germany,1979.0,satisfied
Frequent Traveler,56.0,Work Commute,First Class,2967.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,Sweden,1992.0,satisfied
Frequent Traveler,39.0,Leisure Trip,Standard,1899.0,4.0,5.0,4.0,2.0,2.0,4.0,2.0,2.0,4.0,3.0,4.0,4.0,5.0,2.0,28.0,35.0,Germany,1999.0,dissatisfied
Frequent Traveler,22.0,Leisure Trip,Standard,3405.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,0.0,0.0,France,2017.0,satisfied
Frequent Traveler,12.0,Leisure Trip,Standard,1485.0,1.0,1.0,1.0,2.0,4.0,1.0,4.0,4.0,4.0,5.0,2.0,1.0,3.0,4.0,0.0,0.0,Austria,1967.0,dissatisfied
Frequent Traveler,31.0,Leisure Trip,Standard,1568.0,4.0,2.0,4.0,2.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,1.0,2.0,4.0,0.0,0.0,Germany,2018.0,dissatisfied
Frequent Traveler,58.0,Work Commute,First Class,2835.0,2.0,2.0,3.0,2.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,0.0,Spain,1992.0,satisfied
Frequent Traveler,40.0,Leisure Trip,Standard,2022.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,3.0,3.0,4.0,5.0,4.0,0.0,0.0,Austria,1968.0,satisfied
Frequent Traveler,39.0,Work Commute,First Class,2542.0,4.0,4.0,4.0,4.0,3.0,2.0,1.0,3.0,3.0,4.0,3.0,5.0,3.0,1.0,4.0,6.0,Sweden,1933.0,satisfied
Frequent Traveler,47.0,Work Commute,First Class,3789.0,2.0,2.0,2.0,2.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,22.0,10.0,France,2013.0,satisfied
Frequent Traveler,29.0,Work Commute,Comfort,1553.0,4.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,2.0,4.0,3.0,5.0,2.0,4.0,0.0,0.0,Germany,1959.0,satisfied
Frequent Traveler,29.0,Work Commute,Standard,2071.0,4.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,3.0,4.0,5.0,2.0,4.0,0.0,0.0,Italy,1934.0,satisfied
Frequent Traveler,33.0,Work Commute,First Class,4504.0,4.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,5.0,3.0,0.0,5.0,Sweden,1984.0,satisfied
Frequent Traveler,41.0,Work Commute,Standard,1447.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,2.0,4.0,3.0,3.0,1.0,54.0,51.0,Italy,1970.0,dissatisfied
Frequent Traveler,67.0,Leisure Trip,Standard,2088.0,4.0,4.0,4.0,1.0,1.0,4.0,1.0,1.0,3.0,4.0,4.0,4.0,4.0,1.0,0.0,0.0,Norway,1960.0,satisfied
Occasional Traveler,22.0,Work Commute,First Class,1508.0,4.0,5.0,4.0,1.0,2.0,4.0,3.0,2.0,3.0,5.0,5.0,5.0,5.0,2.0,23.0,17.0,Italy,1951.0,satisfied
Frequent Traveler,28.0,Work Commute,Standard,2068.0,0.0,0.0,0.0,2.0,5.0,0.0,5.0,5.0,2.0,5.0,2.0,1.0,3.0,5.0,0.0,13.0,Austria,1946.0,satisfied
Frequent Traveler,80.0,Work Commute,First Class,2823.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,Netherlands,1983.0,satisfied
Frequent Traveler,47.0,Work Commute,First Class,237.0,1.0,1.0,1.0,1.0,2.0,5.0,4.0,3.0,3.0,4.0,4.0,3.0,3.0,4.0,7.0,19.0,France,2007.0,satisfied
Frequent Traveler,53.0,Work Commute,First Class,2856.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,0.0,0.0,Netherlands,1929.0,satisfied
Frequent Traveler,25.0,Leisure Trip,Standard,2892.0,2.0,5.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,4.0,5.0,4.0,5.0,1.0,0.0,0.0,Germany,1959.0,dissatisfied
Frequent Traveler,76.0,Work Commute,First Class,344.0,4.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,0.0,0.0,Germany,1940.0,dissatisfied
Frequent Traveler,54.0,Work Commute,Standard,90.0,4.0,3.0,3.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,0.0,0.0,Norway,1948.0,satisfied
Frequent Traveler,43.0,Leisure Trip,Standard,2055.0,3.0,1.0,3.0,2.0,4.0,3.0,4.0,4.0,1.0,3.0,2.0,1.0,2.0,4.0,43.0,62.0,Belgium,1939.0,dissatisfied
Occasional Traveler,25.0,Work Commute,First Class,1574.0,1.0,0.0,1.0,3.0,5.0,1.0,5.0,5.0,4.0,5.0,5.0,4.0,5.0,5.0,15.0,14.0,Germany,1935.0,dissatisfied
Frequent Traveler,26.0,Work Commute,First Class,1471.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,3.0,5.0,4.0,0.0,0.0,Germany,1944.0,satisfied
Frequent Traveler,59.0,Work Commute,First Class,3565.0,3.0,3.0,3.0,3.0,2.0,3.0,3.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,0.0,0.0,Sweden,1966.0,satisfied
Frequent Traveler,34.0,Work Commute,First Class,1854.0,1.0,4.0,4.0,4.0,1.0,4.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,3.0,0.0,0.0,Italy,1968.0,dissatisfied
Frequent Traveler,29.0,Leisure Trip,Standard,1932.0,3.0,4.0,3.0,3.0,2.0,3.0,2.0,2.0,3.0,2.0,5.0,4.0,5.0,2.0,18.0,18.0,Germany,1990.0,dissatisfied
Frequent Traveler,42.0,Work Commute,First Class,461.0,1.0,1.0,5.0,1.0,4.0,4.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,18.0,13.0,Austria,1999.0,satisfied
Frequent Traveler,46.0,Work Commute,First Class,1420.0,3.0,3.0,3.0,3.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,7.0,2.0,Austria,1999.0,satisfied
Frequent Traveler,29.0,Work Commute,First Class,3779.0,4.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,3.0,4.0,4.0,4.0,5.0,5.0,0.0,0.0,Norway,2014.0,satisfied
Frequent Traveler,22.0,Leisure Trip,Standard,1673.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,3.0,0.0,0.0,Norway,1933.0,satisfied
Frequent Traveler,42.0,Leisure Trip,Standard,296.0,4.0,5.0,4.0,4.0,2.0,4.0,2.0,2.0,3.0,4.0,4.0,2.0,4.0,2.0,0.0,0.0,Norway,2013.0,satisfied
Occasional Traveler,33.0,Work Commute,Standard,1731.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,3.0,4.0,2.0,3.0,2.0,5.0,1.0,Austria,2009.0,dissatisfied
Occasional Traveler,19.0,Work Commute,Standard,1653.0,2.0,3.0,2.0,5.0,1.0,2.0,3.0,1.0,3.0,5.0,4.0,3.0,2.0,1.0,2.0,5.0,Belgium,1941.0,dissatisfied
Frequent Traveler,60.0,Leisure Trip,Standard,1378.0,2.0,4.0,2.0,4.0,4.0,2.0,5.0,4.0,4.0,4.0,5.0,5.0,4.0,4.0,0.0,0.0,Spain,2013.0,dissatisfied
Frequent Traveler,11.0,Leisure Trip,Standard,2179.0,2.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,5.0,5.0,2.0,0.0,4.0,France,1939.0,dissatisfied
Frequent Traveler,49.0,Leisure Trip,Standard,649.0,3.0,3.0,3.0,3.0,5.0,5.0,4.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,13.0,17.0,Belgium,1962.0,satisfied
Frequent Traveler,43.0,Work Commute,First Class,2492.0,2.0,2.0,2.0,2.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,5.0,6.0,4.0,Italy,1938.0,satisfied
Frequent Traveler,48.0,Work Commute,First Class,1660.0,4.0,4.0,4.0,4.0,3.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,Sweden,2014.0,satisfied
Frequent Traveler,54.0,Leisure Trip,Standard,2487.0,5.0,4.0,5.0,4.0,2.0,5.0,2.0,2.0,3.0,2.0,5.0,4.0,5.0,2.0,31.0,34.0,Norway,1943.0,satisfied
Frequent Traveler,51.0,Work Commute,First Class,1953.0,2.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,0.0,11.0,Belgium,1935.0,satisfied
Frequent Traveler,48.0,Work Commute,First Class,2151.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,Austria,1975.0,satisfied
Frequent Traveler,30.0,Work Commute,First Class,4396.0,1.0,4.0,4.0,4.0,1.0,1.0,1.0,1.0,4.0,5.0,4.0,3.0,3.0,1.0,0.0,0.0,Switzerland,2015.0,dissatisfied
Frequent Traveler,23.0,Work Commute,First Class,2317.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,4.0,4.0,3.0,4.0,5.0,10.0,0.0,Switzerland,1974.0,satisfied
Frequent Traveler,47.0,Work Commute,First Class,2927.0,3.0,3.0,3.0,3.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,10.0,15.0,Belgium,1985.0,satisfied
Frequent Traveler,59.0,Leisure Trip,Comfort,1508.0,3.0,5.0,3.0,1.0,2.0,3.0,2.0,2.0,5.0,4.0,5.0,4.0,5.0,2.0,6.0,2.0,France,2010.0,dissatisfied
Frequent Traveler,34.0,Leisure Trip,Comfort,2152.0,5.0,4.0,5.0,4.0,3.0,5.0,3.0,3.0,4.0,4.0,5.0,3.0,4.0,3.0,0.0,0.0,Netherlands,1942.0,satisfied
Frequent Traveler,59.0,Work Commute,First Class,2836.0,3.0,3.0,3.0,3.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,0.0,0.0,Sweden,1954.0,satisfied
Frequent Traveler,26.0,Leisure Trip,First Class,1774.0,5.0,4.0,4.0,4.0,5.0,5.0,5.0,5.0,1.0,5.0,5.0,3.0,3.0,5.0,0.0,0.0,Sweden,1972.0,satisfied
Occasional Traveler,34.0,Work Commute,Standard,1525.0,1.0,3.0,1.0,3.0,2.0,1.0,2.0,2.0,3.0,3.0,4.0,4.0,4.0,2.0,0.0,0.0,Spain,1989.0,dissatisfied
Frequent Traveler,57.0,Work Commute,First Class,450.0,5.0,5.0,5.0,5.0,3.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,4.0,0.0,0.0,Italy,1949.0,satisfied
Frequent Traveler,32.0,Work Commute,First Class,3831.0,2.0,2.0,2.0,2.0,4.0,5.0,4.0,4.0,4.0,3.0,5.0,5.0,5.0,4.0,50.0,51.0,Belgium,1935.0,satisfied
Frequent Traveler,56.0,Work Commute,First Class,92.0,2.0,4.0,4.0,4.0,1.0,4.0,3.0,3.0,3.0,2.0,2.0,4.0,3.0,4.0,0.0,0.0,Germany,2020.0,dissatisfied
Occasional Traveler,27.0,Work Commute,Standard,1224.0,1.0,0.0,1.0,4.0,5.0,1.0,5.0,5.0,5.0,1.0,3.0,2.0,1.0,5.0,0.0,0.0,Norway,1983.0,dissatisfied
Frequent Traveler,45.0,Work Commute,First Class,528.0,3.0,4.0,3.0,3.0,5.0,4.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,3.0,19.0,31.0,Norway,1976.0,satisfied
Frequent Traveler,43.0,Leisure Trip,Comfort,2253.0,4.0,3.0,4.0,2.0,5.0,4.0,5.0,5.0,1.0,4.0,5.0,5.0,4.0,5.0,0.0,0.0,Spain,1951.0,dissatisfied
Frequent Traveler,37.0,Work Commute,Standard,2035.0,3.0,4.0,4.0,4.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,1.0,3.0,3.0,5.0,10.0,Norway,1941.0,dissatisfied
Frequent Traveler,37.0,Work Commute,Standard,1196.0,2.0,4.0,4.0,4.0,2.0,3.0,2.0,2.0,2.0,5.0,4.0,3.0,3.0,2.0,0.0,0.0,Sweden,1974.0,dissatisfied
Occasional Traveler,26.0,Work Commute,First Class,2359.0,4.0,4.0,4.0,5.0,5.0,4.0,5.0,5.0,5.0,2.0,5.0,3.0,5.0,5.0,0.0,0.0,Netherlands,1985.0,dissatisfied
Occasional Traveler,20.0,Work Commute,Standard,1694.0,2.0,4.0,2.0,4.0,4.0,2.0,4.0,4.0,3.0,2.0,4.0,2.0,3.0,4.0,0.0,0.0,Italy,2011.0,dissatisfied
Frequent Traveler,62.0,Leisure Trip,Standard,2582.0,4.0,4.0,4.0,4.0,1.0,2.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,2.0,32.0,31.0,Belgium,1933.0,satisfied
Frequent Traveler,42.0,Work Commute,First Class,248.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,Netherlands,1964.0,satisfied
Frequent Traveler,29.0,Leisure Trip,Standard,2476.0,5.0,2.0,2.0,2.0,5.0,5.0,4.0,5.0,2.0,1.0,5.0,4.0,4.0,5.0,38.0,16.0,Germany,1957.0,satisfied
Frequent Traveler,56.0,Work Commute,First Class,441.0,1.0,2.0,2.0,2.0,2.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,0.0,0.0,Netherlands,1940.0,dissatisfied
Frequent Traveler,33.0,Work Commute,First Class,3227.0,2.0,2.0,2.0,2.0,2.0,3.0,2.0,2.0,1.0,3.0,3.0,4.0,4.0,2.0,0.0,0.0,Netherlands,1989.0,dissatisfied
Frequent Traveler,52.0,Leisure Trip,Standard,269.0,4.0,4.0,4.0,3.0,5.0,3.0,3.0,5.0,5.0,4.0,5.0,4.0,5.0,3.0,0.0,0.0,Switzerland,1966.0,dissatisfied
Frequent Traveler,53.0,Leisure Trip,Standard,2471.0,2.0,3.0,2.0,5.0,4.0,2.0,4.0,4.0,3.0,1.0,5.0,2.0,4.0,4.0,0.0,0.0,Spain,1987.0,dissatisfied
Frequent Traveler,68.0,Leisure Trip,Comfort,93.0,5.0,5.0,5.0,5.0,5.0,4.0,5.0,5.0,5.0,4.0,5.0,3.0,5.0,3.0,4.0,0.0,Italy,2019.0,satisfied
Frequent Traveler,35.0,Leisure Trip,Standard,2427.0,1.0,1.0,1.0,1.0,4.0,3.0,4.0,4.0,4.0,4.0,4.0,5.0,4.0,3.0,0.0,0.0,Spain,1970.0,satisfied
Frequent Traveler,13.0,Leisure Trip,Standard,2052.0,3.0,5.0,2.0,3.0,2.0,2.0,2.0,2.0,4.0,2.0,4.0,3.0,5.0,2.0,0.0,0.0,Norway,2008.0,dissatisfied
Frequent Traveler,36.0,Work Commute,First Class,3171.0,1.0,1.0,1.0,1.0,5.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,Spain,2017.0,satisfied
Frequent Traveler,15.0,Leisure Trip,Standard,1759.0,2.0,2.0,2.0,2.0,4.0,5.0,5.0,5.0,5.0,5.0,5.0,3.0,5.0,5.0,0.0,0.0,Switzerland,2019.0,satisfied
Frequent Traveler,58.0,Work Commute,First Class,1549.0,3.0,3.0,3.0,3.0,4.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,Italy,1971.0,satisfied
Frequent Traveler,70.0,Leisure Trip,Standard,1617.0,3.0,5.0,3.0,1.0,5.0,3.0,5.0,5.0,1.0,1.0,5.0,1.0,5.0,5.0,0.0,0.0,Netherlands,1965.0,dissatisfied
Frequent Traveler,43.0,Work Commute,First Class,3735.0,4.0,4.0,4.0,4.0,5.0,4.0,5.0,3.0,3.0,3.0,3.0,4.0,3.0,5.0,6.0,0.0,France,1989.0,satisfied
Frequent Traveler,30.0,Work Commute,First Class,4771.0,3.0,3.0,3.0,3.0,4.0,4.0,4.0,4.0,1.0,4.0,2.0,5.0,2.0,4.0,0.0,0.0,France,1959.0,satisfied
Frequent Traveler,30.0,Work Commute,First Class,2952.0,5.0,5.0,5.0,5.0,4.0,4.0,4.0,4.0,5.0,2.0,4.0,5.0,5.0,4.0,10.0,0.0,Norway,1984.0,satisfied
Frequent Traveler,17.0,Leisure Trip,Standard,1802.0,1.0,1.0,1.0,1.0,2.0,4.0,5.0,4.0,4.0,4.0,4.0,5.0,4.0,4.0,71.0,73.0,France,2016.0,satisfied
Frequent Traveler,59.0,Work Commute,First Class,2669.0,0.0,0.0,0.0,2.0,3.0,5.0,4.0,4.0,4.0,4.0,4.0,3.0,4.0,3.0,0.0,0.0,Italy,1987.0,satisfied
Frequent Traveler,42.0,Work Commute,Standard,1898.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,4.0,3.0,1.0,0.0,5.0,Belgium,2000.0,dissatisfied
Frequent Traveler,36.0,Work Commute,First Class,2668.0,2.0,2.0,2.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,3.0,0.0,0.0,Italy,1996.0,satisfied
Occasional Traveler,57.0,Work Commute,Standard,1778.0,5.0,2.0,5.0,1.0,4.0,5.0,3.0,4.0,1.0,2.0,4.0,5.0,4.0,4.0,0.0,0.0,Norway,1989.0,satisfied
Frequent Traveler,40.0,Work Commute,Comfort,1753.0,5.0,5.0,1.0,5.0,5.0,5.0,5.0,5.0,4.0,3.0,2.0,5.0,4.0,5.0,0.0,7.0,Germany,2003.0,satisfied
Frequent Traveler,54.0,Work Commute,First Class,3460.0,1.0,5.0,4.0,5.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,4.0,1.0,1.0,6.0,4.0,Switzerland,2002.0,dissatisfied
Frequent Traveler,20.0,Leisure Trip,Comfort,2286.0,4.0,4.0,4.0,4.0,2.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,5.0,0.0,0.0,Netherlands,1934.0,satisfied
Frequent Traveler,37.0,Leisure Trip,First Class,2481.0,4.0,4.0,4.0,4.0,3.0,4.0,4.0,5.0,5.0,5.0,5.0,4.0,5.0,4.0,0.0,0.0,Sweden,1986.0,satisfied
Occasional Traveler,24.0,Work Commute,Standard,2215.0,5.0,5.0,5.0,2.0,3.0,5.0,3.0,3.0,5.0,5.0,3.0,5.0,4.0,3.0,0.0,0.0,Norway,2001.0,satisfied
Occasional Traveler,23.0,Work Commute,First Class,2406.0,0.0,0.0,0.0,4.0,3.0,0.0,3.0,3.0,4.0,3.0,4.0,4.0,4.0,3.0,3.0,42.0,Netherlands,1957.0,satisfied
Frequent Traveler,36.0,Work Commute,First Class,2364.0,4.0,4.0,4.0,4.0,4.0,3.0,2.0,5.0,5.0,5.0,5.0,3.0,5.0,2.0,0.0,0.0,Austria,2003.0,satisfied
Frequent Traveler,39.0,Work Commute,First Class,2469.0,2.0,2.0,2.0,2.0,5.0,5.0,5.0,3.0,5.0,4.0,4.0,5.0,3.0,5.0,0.0,0.0,Norway,1996.0,satisfied
